device_time_stamp,left_gaze_origin_validity,right_gaze_origin_validity,left_gaze_origin_in_user_x,left_gaze_origin_in_user_y,left_gaze_origin_in_user_z,right_gaze_origin_in_user_x,right_gaze_origin_in_user_y,right_gaze_origin_in_user_z,left_gaze_origin_in_trackbox_x,left_gaze_origin_in_trackbox_y,left_gaze_origin_in_trackbox_z,right_gaze_origin_in_trackbox_x,right_gaze_origin_in_trackbox_y,right_gaze_origin_in_trackbox_z,left_gaze_point_validity,right_gaze_point_validity,left_gaze_point_in_user_x,left_gaze_point_in_user_y,left_gaze_point_in_user_z,right_gaze_point_in_user_x,right_gaze_point_in_user_y,right_gaze_point_in_user_z,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,left_pupil_validity,right_pupil_validity,left_pupil_diameter,right_pupil_diameter
7394902046,1,1,-29.37474250793457,40.76277542114258,652.1442260742188,36.841453552246094,34.60014343261719,651.4278564453125,0.5674353241920471,0.3959272503852844,0.5081537961959839,0.42258816957473755,0.4160670042037964,0.5067711472511292,1,1,124.0617446899414,203.73419189453125,66.10733795166016,124.56511688232422,201.37770080566406,65.24961853027344,0.7035768032073975,0.4243238866329193,0.7043966054916382,0.4315834045410156,1,1,3.478179931640625,4.141387939453125
7394913149,1,1,-29.348752975463867,40.744056701660156,652.042236328125,36.853736877441406,34.578407287597656,651.3084106445312,0.5673887729644775,0.39596399664878845,0.5079456567764282,0.4225468039512634,0.4161125719547272,0.5065321326255798,1,1,123.66827392578125,204.4682159423828,66.37451171875,124.8111343383789,201.77523803710938,65.39430236816406,0.702936053276062,0.42206260561943054,0.704797089099884,0.4303586184978485,1,1,3.47247314453125,4.1244659423828125
7394924253,1,1,-29.3085880279541,40.71302032470703,651.8795776367188,36.874359130859375,34.55661392211914,651.1482543945312,0.5673174262046814,0.39602604508399963,0.5076138973236084,0.42248210310935974,0.4161524176597595,0.5062127709388733,1,1,124.16006469726562,205.93641662597656,66.90887451171875,125.53695678710938,200.9503936767578,65.09413146972656,0.7037369012832642,0.4175396263599396,0.7059789896011353,0.4328995645046234,1,1,3.4594879150390625,4.115692138671875
7394935356,1,1,-29.282625198364258,40.665924072265625,651.8583374023438,36.88943862915039,34.53181457519531,651.1243896484375,0.5672637820243835,0.3961605131626129,0.5075633525848389,0.42244669795036316,0.4162217080593109,0.5061641931533813,1,1,124.94032287597656,203.05990600585938,65.86190032958984,124.8829345703125,196.92445373535156,63.628807067871094,0.7050074338912964,0.4264011085033417,0.7049140334129333,0.4453018307685852,1,1,3.4663848876953125,4.1072845458984375
7394946459,1,1,-29.236148834228516,40.5749626159668,651.79248046875,36.899749755859375,34.44508743286133,651.0423583984375,0.5671706795692444,0.3964155614376068,0.5074164867401123,0.42241594195365906,0.41646289825439453,0.5059926509857178,1,1,129.04925537109375,193.9364471435547,62.54120635986328,125.75557708740234,185.00390625,59.29009246826172,0.7116981744766235,0.45450690388679504,0.7063350081443787,0.4820244014263153,1,1,3.447296142578125,4.0953521728515625
7394957562,1,1,-29.106321334838867,40.298362731933594,651.7090454101562,36.874698638916016,34.33287048339844,651.0741577148438,0.5669013857841492,0.39721232652664185,0.5072044730186462,0.4224775731563568,0.41679468750953674,0.506041407585144,1,1,140.85760498046875,165.7521514892578,52.28296661376953,128.2682647705078,170.83038330078125,54.1313362121582,0.7309262752532959,0.5413315892219543,0.7104265093803406,0.5256874561309814,1,1,3.44921875,4.1199951171875
7394968665,1,1,-29.04016876220703,40.126163482666016,651.6661987304688,36.838253021240234,34.0278434753418,650.998291015625,0.5667650103569031,0.39770960807800293,0.5070918202400208,0.4225553870201111,0.41767311096191406,0.5058541297912598,1,1,149.28448486328125,147.9674835205078,45.809879302978516,140.6089630126953,137.4639129638672,41.98693084716797,0.7446479797363281,0.5961189866065979,0.7305213212966919,0.6284762620925903,1,1,3.4329833984375,4.11505126953125
7394979768,1,1,-29.01569175720215,39.97166061401367,651.7166748046875,36.784912109375,33.70907974243164,651.1051025390625,0.5667105317115784,0.39817067980766296,0.5071713924407959,0.4226934313774109,0.4186185598373413,0.5060279369354248,1,1,148.2127227783203,133.4538116455078,40.527347564697266,141.5025634765625,100.14840698242188,28.40518569946289,0.7429028153419495,0.6408299207687378,0.7319763898849487,0.7434305548667908,1,1,3.4389801025390625,4.0885772705078125
7394990871,1,1,-29.03848648071289,39.692176818847656,651.6397094726562,36.74320983886719,33.61714553833008,650.9104614257812,0.5667750239372253,0.3989720642566681,0.5069858431816101,0.42276275157928467,0.4188567101955414,0.5056257247924805,1,1,147.16635131835938,108.68870544433594,31.51360511779785,141.17454528808594,95.58151245117188,26.74297332763672,0.7411989569664001,0.7171213626861572,0.7314422726631165,0.7574993371963501,1,1,3.4320220947265625,4.0532073974609375
7395001974,1,1,-29.07658576965332,39.59870910644531,651.409912109375,36.70439910888672,33.52391052246094,650.697509765625,0.5668830275535583,0.3992025554180145,0.5065196752548218,0.4228234887123108,0.4190962016582489,0.5051870346069336,1,1,143.84408569335938,104.57209014892578,30.015262603759766,138.9639129638672,91.63121032714844,25.305185317993164,0.7357892394065857,0.7298030853271484,0.7278426289558411,0.7696687579154968,1,1,3.4281768798828125,4.0426177978515625
