device_time_stamp,left_gaze_origin_validity,right_gaze_origin_validity,left_gaze_origin_in_user_x,left_gaze_origin_in_user_y,left_gaze_origin_in_user_z,right_gaze_origin_in_user_x,right_gaze_origin_in_user_y,right_gaze_origin_in_user_z,left_gaze_origin_in_trackbox_x,left_gaze_origin_in_trackbox_y,left_gaze_origin_in_trackbox_z,right_gaze_origin_in_trackbox_x,right_gaze_origin_in_trackbox_y,right_gaze_origin_in_trackbox_z,left_gaze_point_validity,right_gaze_point_validity,left_gaze_point_in_user_x,left_gaze_point_in_user_y,left_gaze_point_in_user_z,right_gaze_point_in_user_x,right_gaze_point_in_user_y,right_gaze_point_in_user_z,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,left_pupil_validity,right_pupil_validity,left_pupil_diameter,right_pupil_diameter
1265781845,1,1,4.805310249328613,73.20792388916016,724.6840209960938,78.1381607055664,76.14700317382812,720.7415161132812,0.4930398166179657,0.32383614778518677,0.6567763686180115,0.34781375527381897,0.31735360622406006,0.657905638217926,1,1,284.56536865234375,129.0617218017578,38.928741455078125,262.81781005859375,104.83421325683594,30.110715866088867,0.9649308919906616,0.6543602347373962,0.9295183420181274,0.7289955019950867,1,1,3.5876312255859375,3.3938140869140625
1265792949,1,1,4.8684844970703125,73.1863021850586,724.4583129882812,78.17463684082031,76.12311553955078,720.5302124023438,0.4929124414920807,0.3238350749015808,0.6563238501548767,0.3476962745189667,0.31735959649086,0.657490611076355,1,1,283.12274169921875,127.60511779785156,38.39859390258789,261.7124938964844,103.51166534423828,29.629337310791016,0.9625816941261292,0.6588473320007324,0.9277185201644897,0.7330697178840637,1,1,3.5841064453125,3.4001922607421875
1265804052,1,1,4.9433512687683105,73.15103912353516,724.1489868164062,78.22089385986328,76.07728576660156,720.2183227539062,0.49276092648506165,0.32384800910949707,0.6557022929191589,0.3475380837917328,0.3173961639404297,0.6568742394447327,1,1,283.2669982910156,127.76815795898438,38.45797348022461,261.4710388183594,104.46553802490234,29.97650909423828,0.9628167152404785,0.6583450436592102,0.9273253679275513,0.7301312685012817,1,1,3.586151123046875,3.3992156982421875
1265815155,1,1,4.985309600830078,73.12377166748047,723.9661865234375,78.24962615966797,76.04620361328125,720.0033569335938,0.4926759600639343,0.32387250661849976,0.6553336381912231,0.3474351763725281,0.3174198865890503,0.6564489603042603,1,1,283.5296325683594,127.4673843383789,38.348514556884766,262.90948486328125,104.74018096923828,30.07648468017578,0.9632442593574524,0.6592716574668884,0.9296677112579346,0.7292850613594055,1,1,3.5909423828125,3.3869476318359375
1265826258,1,1,5.044008255004883,73.09553527832031,723.7980346679688,78.28331756591797,75.9961166381836,719.8489379882812,0.49255824089050293,0.32390397787094116,0.6549941301345825,0.34733596444129944,0.3175106942653656,0.6561403870582581,1,1,283.3624572753906,127.78816986083984,38.465267181396484,262.682373046875,108.35299682617188,31.391464233398438,0.9629720449447632,0.6582834124565125,0.929297924041748,0.7181553840637207,1,1,3.596221923828125,3.38543701171875
1265837361,1,1,5.081506729125977,73.06814575195312,723.6859130859375,78.3307113647461,75.95211029052734,719.6985473632812,0.49248310923576355,0.32394739985466003,0.6547659635543823,0.3472102880477905,0.3175869584083557,0.65584397315979,1,1,287.809326171875,128.29498291015625,38.64970779418945,261.8672790527344,109.74028015136719,31.896333694458008,0.9702131748199463,0.6567222476005554,0.9279707670211792,0.7138819694519043,1,1,3.656005859375,3.38616943359375
1265848464,1,1,5.1678900718688965,73.06729888916016,723.7481689453125,78.38957214355469,75.94236755371094,719.7353515625,0.49231386184692383,0.3239688277244568,0.6548910140991211,0.34710195660591125,0.31762468814849854,0.6559273600578308,1,1,287.55316162109375,124.87721252441406,37.40579605102539,260.677490234375,108.8422622680664,31.569477081298828,0.9697959423065186,0.66725093126297,0.9260333180427551,0.7166482210159302,1,1,3.6466064453125,3.3865966796875
1265859567,1,1,5.266061782836914,73.02792358398438,723.7726440429688,78.44103240966797,75.93428802490234,719.740966796875,0.4921216070652008,0.3240818679332733,0.6549332141876221,0.34700143337249756,0.3176492154598236,0.6559478640556335,1,1,286.3516540527344,126.84062194824219,38.1203727722168,261.4186706542969,107.67816925048828,31.145776748657227,0.9678394794464111,0.6612023711204529,0.9272401928901672,0.7202343940734863,1,1,3.6490325927734375,3.3813323974609375
1265870670,1,1,5.310081958770752,73.00505828857422,723.7124633789062,78.52288818359375,75.91027069091797,719.7350463867188,0.49203434586524963,0.3241273760795593,0.6548094749450684,0.3468385636806488,0.31771355867385864,0.6559488773345947,1,1,285.2460021972656,126.83212280273438,38.11727523803711,262.56805419921875,106.13398742675781,30.58378791809082,0.9660391211509705,0.6612285375595093,0.9291118383407593,0.7249912619590759,1,1,3.6033782958984375,3.38433837890625
1265881774,1,1,5.409719467163086,72.97088623046875,723.6500854492188,78.6105728149414,75.86446380615234,719.655517578125,0.49183759093284607,0.324203759431839,0.6546799540519714,0.34664851427078247,0.3178153932094574,0.6558008790016174,1,1,289.9665222167969,124.82304382324219,37.38600158691406,266.36431884765625,104.0118179321289,29.811351776123047,0.9737256765365601,0.6674178242683411,0.9352933764457703,0.7315289974212646,1,1,3.5985565185546875,3.3911895751953125
