device_time_stamp,left_gaze_origin_validity,right_gaze_origin_validity,left_gaze_origin_in_user_x,left_gaze_origin_in_user_y,left_gaze_origin_in_user_z,right_gaze_origin_in_user_x,right_gaze_origin_in_user_y,right_gaze_origin_in_user_z,left_gaze_point_validity,right_gaze_point_validity,left_gaze_point_in_user_x,left_gaze_point_in_user_y,left_gaze_point_in_user_z,right_gaze_point_in_user_x,right_gaze_point_in_user_y,right_gaze_point_in_user_z,left_pupil_validity,right_pupil_validity,left_pupil_diameter,right_pupil_diameter
7119632544,0,1,nan,nan,nan,-26.428516387939453,104.76261901855469,523.9270629882812,nan,nan,nan,0.5728366374969482,0.13446325063705444,0.2699033319950104,0,1,nan,nan,nan,-136.1955108642578
7119643647,0,1,nan,nan,nan,-26.4307918548584,104.76895141601562,523.0598754882812,nan,nan,nan,0.5729564428329468,0.13380827009677887,0.2682074010372162,0,1,nan,nan,nan,-138.13162231445312
7119654750,0,1,nan,nan,nan,-26.4307918548584,104.76895141601562,523.0598754882812,nan,nan,nan,0.5729564428329468,0.13380827009677887,0.2682074010372162,0,1,nan,nan,nan,-138.13162231445312
7119665853,0,1,nan,nan,nan,-26.4307918548584,104.76895141601562,523.0598754882812,nan,nan,nan,0.5729564428329468,0.13380827009677887,0.2682074010372162,0,1,nan,nan,nan,-138.13162231445312
7119676956,0,1,nan,nan,nan,-26.602462768554688,104.86550903320312,521.6610107421875,nan,nan,nan,0.5736071467399597,0.13242515921592712,0.26552271842956543,0,1,nan,nan,nan,-138.2880859375
7119688060,0,1,nan,nan,nan,-26.58939552307129,104.85199737548828,521.4185180664062,nan,nan,nan,0.573604166507721,0.13229677081108093,0.2650412619113922,0,1,nan,nan,nan,-138.9635009765625
7119699163,0,1,nan,nan,nan,-26.58939552307129,104.85199737548828,521.4185180664062,nan,nan,nan,0.573604166507721,0.13229677081108093,0.2650412619113922,0,1,nan,nan,nan,-138.9635009765625
7119710266,1,1,-92.70870971679688,96.5198974609375,510.0924987792969,-26.616071701049805,104.9415283203125,519.7855224609375,0.7605046033859253,0.1517592966556549,0.25471386313438416,0.5738924145698547,0.13076430559158325,0.26188158988952637,1,1,-130.4830780029297,114.48129272460938,33.621944427490234,-139.6192169189453
7119721369,1,1,-92.70870971679688,96.5198974609375,510.0924987792969,-26.635942459106445,104.97787475585938,519.6115112304688,0.7605046033859253,0.1517592966556549,0.25471386313438416,0.5739691853523254,0.1305016428232193,0.2615572512149811,1,1,-130.4830780029297,114.48129272460938,33.621944427490234,-139.1110382080078
7119732472,1,1,-92.64656829833984,96.58039093017578,509.9416809082031,-26.635942459106445,104.97787475585938,519.6115112304688,0.7604041695594788,0.15142887830734253,0.2544223666191101,0.5739691853523254,0.1305016428232193,0.2615572512149811,1,1,-127.70487213134766,111.01126098632812,32.358951568603516,-139.1110382080078
7119743575,1,1,-92.55931854248047,97.02108001708984,510.3390808105469,-26.258285522460938,105.58148956298828,520.2123413085938,0.7599450349807739,0.15007486939430237,0.25532227754592896,0.5728332996368408,0.12875913083553314,0.26293519139289856,1,1,-128.41603088378906,110.70574951171875,32.24775314331055,-139.66661071777344
