type,start_time,end_time,duration,size,angular_velocities,positionLeft,positionRight
fixation,0.0,11.103,11.103,2,"[0.0, 0.0]","[[0.7884290218353271, 0.8192940950393677], [0.7884290218353271, 0.8192940950393677]]","[[0.7519589066505432, 0.7890926003456116], [0.7519589066505432, 0.7890926003456116]]"
fixation,22.206,33.309,11.102999999999998,2,"[6.536843180241354, 6.536843180241354]","[[0.7565785646438599, 0.750878095626831], [0.7565785646438599, 0.750878095626831]]","[[0.7365574240684509, 0.7673062682151794], [0.7365574240684509, 0.7673062682151794]]"
fixation,44.413,510.744,466.331,43,"[16.97319477344486, 16.97319477344486, 14.400201224449388, 15.69237405034023, 13.693122742026416, 16.774722970872528, 8.335931283521449, 9.64946810276942, 10.06832760029304, 3.046774163400857, 8.498261732326988, 7.5802641622725915, 4.449985282994025, 8.390752706457736, 8.661083811821014, 10.36266681575424, 7.827774211117639, 4.778320167350997, 10.700367914160907, 10.834863072480838, 7.95024452361774, 9.567720365701824, 5.304915647235519, 5.09286376865198, 10.319750283270157, 5.216204214598959, 6.629566179178102, 3.6230847398863677, 8.102479628090915, 6.24049448132681, 8.150299747968406, 4.783816893529603, 3.923271982685826, 5.818817612109049, 6.3591916591672115, 8.471704897200436, 9.5457138272292, 10.070648309011181, 8.984593627254313, 13.103983670399542, 3.1423243730207293, 1.4471002368318855, 6.925571229375723]","[[0.7469620108604431, 0.7115808725357056], [0.7469620108604431, 0.7115808725357056], [0.7538456320762634, 0.7311069369316101], [0.7573554515838623, 0.7418873906135559], [0.7571007013320923, 0.7535640001296997], [0.7502209544181824, 0.7433786988258362], [0.7503768801689148, 0.7470932006835938], [0.7539072632789612, 0.7460930347442627], [0.7532297968864441, 0.7472796440124512], [0.75372713804245, 0.751114547252655], [0.7514880895614624, 0.7551062107086182], [0.7524529099464417, 0.7544255256652832], [0.7510327100753784, 0.7501556277275085], [0.7556908130645752, 0.7497204542160034], [0.7550057172775269, 0.7510572671890259], [0.7557644844055176, 0.7505456209182739], [0.7534227967262268, 0.7521300315856934], [0.752240777015686, 0.7489989995956421], [0.7521511912345886, 0.7503824830055237], [0.7511692047119141, 0.7475707530975342], [0.752532958984375, 0.7463223338127136], [0.7516085505485535, 0.7449299693107605], [0.7527031302452087, 0.7470391392707825], [0.7521821856498718, 0.7486901879310608], [0.75190269947052, 0.7490536570549011], [0.7509540915489197, 0.750921368598938], [0.7512395977973938, 0.7517908215522766], [0.7519246339797974, 0.7554826140403748], [0.7509766221046448, 0.7515040040016174], [0.7487643361091614, 0.7507473230361938], [0.7481479048728943, 0.7469973564147949], [0.7504903674125671, 0.7470267415046692], [0.7509965300559998, 0.7452468872070312], [0.7524080872535706, 0.7445165514945984], [0.7506728768348694, 0.7435411810874939], [0.7518712282180786, 0.7432024478912354], [0.7504326105117798, 0.7462350130081177], [0.7497020363807678, 0.7465807199478149], [0.747800886631012, 0.7463716864585876], [0.7472541928291321, 0.7455366253852844], [0.7462483048439026, 0.7463631629943848], [0.7475540637969971, 0.7476354241371155], [0.7325832843780518, 0.7342031598091125]]","[[0.7331566214561462, 0.7704160809516907], [0.7331566214561462, 0.7704160809516907], [0.732175886631012, 0.7685789465904236], [0.7304944396018982, 0.7721739411354065], [0.730114221572876, 0.7718650698661804], [0.730577826499939, 0.7721207141876221], [0.730991780757904, 0.7702411413192749], [0.7329283952713013, 0.7678340077400208], [0.7318134903907776, 0.7665076851844788], [0.7322583794593811, 0.7676157355308533], [0.731930136680603, 0.767555296421051], [0.7316460013389587, 0.767454981803894], [0.7310068607330322, 0.7675676941871643], [0.7315267324447632, 0.7688170671463013], [0.7322148084640503, 0.7681513428688049], [0.7328891158103943, 0.7699550986289978], [0.7325649261474609, 0.7695665955543518], [0.7323029637336731, 0.7719026803970337], [0.7326586246490479, 0.7732701301574707], [0.7333396673202515, 0.7734185457229614], [0.7332996726036072, 0.7716063261032104], [0.7321931719779968, 0.7726592421531677], [0.7323722839355469, 0.7744061350822449], [0.730036199092865, 0.7744997143745422], [0.7294738292694092, 0.7728965282440186], [0.728685200214386, 0.7713698148727417], [0.7289255261421204, 0.7679302096366882], [0.7303236126899719, 0.7653906941413879], [0.7301298379898071, 0.7667705416679382], [0.730957567691803, 0.7702871561050415], [0.7305347323417664, 0.7694004774093628], [0.7306416630744934, 0.7681305408477783], [0.7300519347190857, 0.766724169254303], [0.7310649156570435, 0.7689732909202576], [0.7322348952293396, 0.769413948059082], [0.7326902747154236, 0.7717223167419434], [0.73160719871521, 0.7695137858390808], [0.7305809855461121, 0.7674343585968018], [0.7298792004585266, 0.7658414840698242], [0.7298085689544678, 0.7664716839790344], [0.7296294569969177, 0.7699021100997925], [0.7302334308624268, 0.7694485783576965], [0.722720742225647, 0.7628780603408813]]"
saccade,521.847,577.363,55.516000000000076,6,"[44.98190046250559, 44.98190046250559, 26.794522729864305, 88.94292565526405, 32.06620820400708, 50.189326678545086]","[[0.6349711418151855, 0.6426622271537781], [0.6349711418151855, 0.6426622271537781], [0.5761838555335999, 0.5580582022666931], [0.5365206003189087, 0.4715569615364074], [0.5058255791664124, 0.426135390996933], [0.4943189322948456, 0.4050098657608032]]","[[0.6338875889778137, 0.6334871053695679], [0.6338875889778137, 0.6334871053695679], [0.565117359161377, 0.5056004524230957], [0.5411741733551025, 0.4738335609436035], [0.5044820308685303, 0.4326886534690857], [0.4904581606388092, 0.4238736927509308]]"
saccade,588.466,599.569,11.102999999999952,2,"[29.374653837481173, 29.374653837481173]","[[0.4915001690387726, 0.4125985503196716], [0.4915001690387726, 0.4125985503196716]]","[[0.4913077056407928, 0.4247384667396545], [0.4913077056407928, 0.4247384667396545]]"
saccade,610.672,621.775,11.102999999999952,2,"[34.170744135143735, 34.170744135143735]","[[0.4907873272895813, 0.4097179770469665], [0.4907873272895813, 0.4097179770469665]]","[[0.4912019371986389, 0.4244266450405121], [0.4912019371986389, 0.4244266450405121]]"
fixation,632.878,643.981,11.102999999999952,2,"[15.446966829785522, 15.446966829785522]","[[0.4893394112586975, 0.4100260436534881], [0.4893394112586975, 0.4100260436534881]]","[[0.4903995394706726, 0.4221854507923126], [0.4903995394706726, 0.4221854507923126]]"
saccade,655.084,799.425,144.341,14,"[22.02156151991553, 22.02156151991553, 22.62231684570933, 27.048979226495824, 28.664835980746204, 30.96480459541265, 29.089434037993637, 43.5648620279188, 46.18725007702501, 32.263735648382955, 38.12399995353961, 38.17936838928076, 31.966286887580555, 24.678139342607263]","[[0.4880349040031433, 0.4091830849647522], [0.4880349040031433, 0.4091830849647522], [0.4882470667362213, 0.4073599874973297], [0.4895487427711487, 0.4077340066432953], [0.4906492829322815, 0.4053516685962677], [0.4920281767845154, 0.4045070111751556], [0.4891347587108612, 0.4048641920089721], [0.4875277280807495, 0.4070996046066284], [0.4845722019672394, 0.4084454774856567], [0.4832302033901214, 0.4040401875972748], [0.4843046069145202, 0.4031949639320373], [0.4857243299484253, 0.402804434299469], [0.4875175058841705, 0.4031108617782593], [0.4866839051246643, 0.3992721736431122]]","[[0.4926669895648956, 0.4181314408779144], [0.4926669895648956, 0.4181314408779144], [0.4920645356178283, 0.4127581119537353], [0.4893490076065063, 0.4161652028560638], [0.4889958202838897, 0.4137751758098602], [0.4892518520355224, 0.4186290800571441], [0.4909039735794067, 0.4173677265644073], [0.4912663996219635, 0.4177151322364807], [0.491155058145523, 0.4108569025993347], [0.4941028356552124, 0.4078094363212585], [0.4925525188446045, 0.4059983789920807], [0.4931957721710205, 0.4084920287132263], [0.4924840927124023, 0.4110667407512665], [0.4943369328975677, 0.4108934998512268]]"
fixation,810.528,832.734,22.206000000000017,3,"[15.130116391628976, 15.130116391628976, 14.692488452964692]","[[0.5060121417045593, 0.4251092374324798], [0.5060121417045593, 0.4251092374324798], [0.5145471096038818, 0.4375100135803222]]","[[0.5122746825218201, 0.4368776082992553], [0.5122746825218201, 0.4368776082992553], [0.5215761065483093, 0.4461668133735657]]"
saccade,843.838,877.147,33.30900000000008,4,"[43.750966409627544, 43.750966409627544, 47.383271494212735, 28.293177241633316]","[[0.515737771987915, 0.4360315799713135], [0.515737771987915, 0.4360315799713135], [0.5179482102394104, 0.4393097758293152], [0.5154868364334106, 0.4403576552867889]]","[[0.5211912989616394, 0.4428351819515228], [0.5211912989616394, 0.4428351819515228], [0.5206460356712341, 0.4442412555217743], [0.5206158757209778, 0.4434469044208526]]"
