type,start_time,end_time,duration,size,angular_velocities,positionLeft,positionRight
fixation,932.663,988.178,55.514999999999986,6,"[9.114706596027348, 9.114706596027348, 12.853792060433728, 19.500691519677485, 6.273082434526605, 8.266777390615315]","[[0.717075765132904, 0.8214073181152344], [0.717075765132904, 0.8214073181152344], [0.7155011296272278, 0.8272684812545776], [0.7148070931434631, 0.8269046545028687], [0.7135580778121948, 0.8298598527908325], [0.704113245010376, 0.816703200340271]]","[[0.6980020403862, 0.8660691380500793], [0.6980020403862, 0.8660691380500793], [0.6958271265029907, 0.8664106130599976], [0.6938870549201965, 0.8690946698188782], [0.693873941898346, 0.8665384650230408], [0.6844294667243958, 0.8609926104545593]]"
saccade,999.282,1021.488,22.206000000000017,3,"[25.984902875322156, 25.984902875322156, 26.08233751878655]","[[0.6658366918563843, 0.7760268449783325], [0.6658366918563843, 0.7760268449783325], [0.6669585108757019, 0.7753046751022339]]","[[0.6571152806282043, 0.8317983746528625], [0.6571152806282043, 0.8317983746528625], [0.6572889685630798, 0.8256481289863586]]"
saccade,1032.591,1065.9,33.3090000000002,4,"[20.74944540896605, 20.74944540896605, 30.320672697004166, 39.14300806104028]","[[0.6749911904335022, 0.7820748686790466], [0.6749911904335022, 0.7820748686790466], [0.6723629832267761, 0.7842167019844055], [0.6722932457923889, 0.7848525643348694]]","[[0.6634601950645447, 0.8349950313568115], [0.6634601950645447, 0.8349950313568115], [0.6603752970695496, 0.8374273777008057], [0.6580113172531128, 0.8382325768470764]]"
fixation,1077.003,1088.107,11.104000000000042,2,"[17.307537109038766, 17.307537109038766]","[[0.6709429025650024, 0.7792657613754272], [0.6709429025650024, 0.7792657613754272]]","[[0.6607338786125183, 0.8352799415588379], [0.6607338786125183, 0.8352799415588379]]"
fixation,1099.21,1143.622,44.412000000000035,5,"[13.398848398109171, 13.398848398109171, 12.209689330930967, 17.72270592691304, 18.26830748511476]","[[0.6698150038719177, 0.7783933877944946], [0.6698150038719177, 0.7783933877944946], [0.6666297912597656, 0.7874782085418701], [0.631887674331665, 0.7534217238426208], [0.5980631709098816, 0.7203124761581421]]","[[0.6587913036346436, 0.8347554802894592], [0.6587913036346436, 0.8347554802894592], [0.6511531472206116, 0.835659921169281], [0.6199321150779724, 0.7980963587760925], [0.6019870042800903, 0.7776284217834473]]"
saccade,1154.725,1176.932,22.207000000000107,3,"[68.63079741046666, 68.63079741046666, 40.06959757056837]","[[0.5279212594032288, 0.663252055644989], [0.5279212594032288, 0.663252055644989], [0.5220414400100708, 0.6640567779541016]]","[[0.5207435488700867, 0.6886235475540161], [0.5207435488700867, 0.6886235475540161], [0.5128328204154968, 0.6815176606178284]]"
fixation,1188.035,1221.344,33.30899999999997,4,"[11.04626901042762, 11.04626901042762, 16.793584126942438, 11.71994007814811]","[[0.5244042277336121, 0.6618434190750122], [0.5244042277336121, 0.6618434190750122], [0.5214040279388428, 0.6575477123260498], [0.5177919268608093, 0.6594021916389465]]","[[0.5177621245384216, 0.6895971894264221], [0.5177621245384216, 0.6895971894264221], [0.5199836492538452, 0.6905004978179932], [0.5153195261955261, 0.688180685043335]]"
saccade,1232.447,1276.86,44.41300000000001,5,"[33.76908917226399, 33.76908917226399, 27.741520236120447, 57.32388634700743, 24.128440110478273]","[[0.5182638168334961, 0.6532559990882874], [0.5182638168334961, 0.6532559990882874], [0.5220789909362793, 0.6467931270599365], [0.5209825038909912, 0.6427860260009766], [0.5224234461784363, 0.6425191760063171]]","[[0.5110855102539062, 0.6810201406478882], [0.5110855102539062, 0.6810201406478882], [0.5135465860366821, 0.6779279112815857], [0.5136411190032959, 0.6791111826896667], [0.5133957862854004, 0.6774035692214966]]"
saccade,1287.963,1332.375,44.412000000000035,5,"[42.038467992318246, 42.038467992318246, 23.733565842375214, 21.607121065577303, 40.45241651478176]","[[0.5243721008300781, 0.6386159658432007], [0.5243721008300781, 0.6386159658432007], [0.5237655639648438, 0.6398792266845703], [0.5211911201477051, 0.6447774767875671], [0.5209057331085205, 0.64869624376297]]","[[0.514995813369751, 0.6747825741767883], [0.514995813369751, 0.6747825741767883], [0.5151113867759705, 0.6782428622245789], [0.5146695971488953, 0.6773313879966736], [0.5138776302337646, 0.677831768989563]]"
saccade,1343.478,1365.685,22.20699999999988,3,"[27.795419299956396, 27.795419299956396, 32.11500552953006]","[[0.5125185251235962, 0.6405839323997498], [0.5125185251235962, 0.6405839323997498], [0.4854860007762909, 0.5991031527519226]]","[[0.5068156123161316, 0.664459764957428], [0.5068156123161316, 0.664459764957428], [0.4852948486804962, 0.6232722401618958]]"
fixation,1376.788,1398.994,22.205999999999904,3,"[13.174170188048576, 13.174170188048576, 16.060580446535226]","[[0.4636313617229461, 0.5688003301620483], [0.4636313617229461, 0.5688003301620483], [0.4572628140449524, 0.5658391118049622]]","[[0.4635266661643982, 0.5843257904052734], [0.4635266661643982, 0.5843257904052734], [0.4555355608463287, 0.5792931914329529]]"
saccade,1410.097,1432.303,22.20600000000013,3,"[35.25641663165091, 35.25641663165091, 59.79774795860751]","[[0.4602817595005035, 0.5611563324928284], [0.4602817595005035, 0.5611563324928284], [0.4592168927192688, 0.5623669624328613]]","[[0.4549080729484558, 0.5852797627449036], [0.4549080729484558, 0.5852797627449036], [0.4543062448501587, 0.5853371620178223]]"
fixation,1443.407,1487.819,44.412000000000035,5,"[5.932812097869603, 5.932812097869603, 12.110034624592771, 4.823023618982275, 8.937743905458872]","[[0.4593957066535949, 0.5713363289833069], [0.4593957066535949, 0.5713363289833069], [0.4595818519592285, 0.5720689296722412], [0.4586242735385895, 0.5701301097869873], [0.4725950360298157, 0.5331272482872009]]","[[0.4518566131591797, 0.5864169597625732], [0.4518566131591797, 0.5864169597625732], [0.4520131349563598, 0.585313618183136], [0.4530989229679107, 0.5853549242019653], [0.477321445941925, 0.5594424605369568]]"
saccade,1498.922,1543.335,44.41300000000001,5,"[31.586031118721067, 31.586031118721067, 28.39546136302237, 49.618556911188165, 33.54576713854427]","[[0.5826389789581299, 0.350724995136261], [0.5826389789581299, 0.350724995136261], [0.6324223875999451, 0.2899041175842285], [0.7219094038009644, 0.2117914706468582], [0.7646663784980774, 0.1644775122404098]]","[[0.5900787711143494, 0.4022251665592193], [0.5900787711143494, 0.4022251665592193], [0.6613065600395203, 0.2866528034210205], [0.6613065600395203, 0.2866528034210205], [0.8553673624992371, 0.0728025361895561]]"
fixation,1554.438,2742.472,1188.034,6,"[14.30743379697488, 14.30743379697488, 3.9822036385826873, 5.0329108601738515, 5.5334896077606945, 1.7605869461452024]","[[0.8266834020614624, 0.1008533835411071], [0.8266834020614624, 0.1008533835411071], [0.8272703886032104, 0.1012036278843879], [0.8237864375114441, 0.1047977060079574], [0.8286805152893066, 0.1007244065403938], [0.6351752281188965, 0.1270910799503326]]","[[0.8553673624992371, 0.0728025361895561], [0.8553673624992371, 0.0728025361895561], [0.868869960308075, -0.0106887938454747], [0.868869960308075, -0.0106887938454747], [0.868869960308075, -0.0106887938454747], [0.5883978605270386, 0.1625425964593887]]"
